PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,FamilySize,IsAlone,Deck,Title,AgeGroup,TravelPurpose,Survived
185,3,"Patel, Miss. Anna David",female,22.8,1,0,5T5Y33Q,9.95,,S,England,Labourer,2,0,Unknown,Miss,Adult,Business,1
186,2,"Patel, Dr. Ali James",female,18.8,1,1,UF74BGV,43.55,,Q,Finland,Engineer,3,0,F,Dr,Teen,Family Visit,0
187,1,"Lee, Mrs. Raj Anna",female,25.7,3,0,J04KTQH,111.77,C27,S,Finland,Businessman,4,0,C,Mrs,Adult,Vacation,1
188,3,"Singh, Dr. Emma David",male,27.0,2,1,72LUQDE,13.64,,S,Italy,Seamstress,4,0,Unknown,Dr,Adult,Vacation,0
189,1,"Martin, Master. Anna John",male,22.5,2,0,T60W2SL,128.71,B104,Q,Lebanon,Nurse,3,0,B,Master,Adult,Family Visit,0
190,1,"Martin, Miss. Raj Emma",female,30.1,2,1,GG8EKM6,102.64,F36,S,Italy,Nurse,4,0,F,Miss,Adult,Business,0
191,3,"Garcia, Miss. Anna Mary",female,16.8,3,1,JZXFZKK,18.08,,C,England,Businessman,5,0,Unknown,Miss,Teen,Vacation,0
192,3,"Garcia, Dr. John Raj",male,53.6,3,1,7L6DHAI,36.63,,S,Germany,Seamstress,5,0,Unknown,Dr,Adult,Vacation,0
193,3,"Garcia, Master. Raj David",male,28.7,3,0,VZ78JKL,32.76,,C,USA,Businessman,4,0,Unknown,Master,Adult,Business,1
194,1,"Smith, Miss. Ali Emma",female,34.1,3,2,DK19JXA,102.66,,Q,Sweden,Doctor,6,0,G,Miss,Adult,Vacation,1
195,3,"Garcia, Dr. Anna Raj",female,12.8,1,2,MSLJGX3,26.62,,S,Italy,Businessman,4,0,Unknown,Dr,Child,Immigration,1
196,3,"Martin, Dr. Emma David",female,21.9,2,2,E4IIS3D,19.99,,S,India,Doctor,5,0,Unknown,Dr,Adult,Vacation,1
197,3,"Patel, Mr. Raj Raj",male,57.8,1,1,H1YYS78,10.55,,Q,USA,Businessman,3,0,Unknown,Mr,Adult,Vacation,1
198,3,"Singh, Dr. John Mary",female,19.7,0,2,M2YBVRJ,33.08,,S,India,Nurse,3,0,Unknown,Dr,Teen,Business,1
199,1,"Patel, Dr. David John",female,40.9,2,2,4ESSRXP,111.56,,Q,Germany,Teacher,5,0,Unknown,Dr,Adult,Family Visit,1
200,3,"Garcia, Mrs. Ali David",female,16.8,3,0,5A963ND,12.34,,S,Finland,Labourer,4,0,Unknown,Mrs,Teen,Immigration,0
201,3,"Garcia, Dr. Anna John",male,25.5,1,2,B9LUGJF,5.39,,S,England,Nurse,4,0,Unknown,Dr,Adult,Family Visit,1
202,3,"Lee, Mr. John John",male,27.6,1,1,ZCL1H5I,23.53,,S,USA,Businessman,3,0,Unknown,Mr,Adult,Vacation,0
203,3,"Martin, Dr. Raj Mary",female,38.0,3,1,XFH6P76,9.8,,S,Ireland,Nurse,5,0,Unknown,Dr,Adult,Vacation,1
204,2,"Johnson, Miss. David John",female,14.0,2,2,SBJSRNU,19.03,,Q,England,Doctor,5,0,F,Miss,Teen,Business,0
205,3,"Khan, Mrs. Raj Ali",female,42.9,1,0,U9RCVX6,18.04,,S,England,Labourer,2,0,Unknown,Mrs,Adult,Vacation,0
206,3,"Patel, Mr. Ali Raj",male,41.3,3,2,WCUSPDZ,15.8,,C,India,Engineer,6,0,Unknown,Mr,Adult,Family Visit,0
207,3,"Khan, Dr. James Ali",female,23.7,1,1,YH68VC3,35.89,,S,Italy,Businessman,3,0,Unknown,Dr,Adult,Business,1
208,3,"Smith, Dr. Raj Anna",male,28.5,3,0,DWQUJRS,38.92,,S,Lebanon,Teacher,4,0,Unknown,Dr,Adult,Vacation,0
209,3,"Brown, Mr. David James",male,24.5,2,1,JI6KCS3,28.45,,C,India,Student,4,0,Unknown,Mr,Adult,Family Visit,0
210,3,"Brown, Dr. Mary Anna",female,40.9,0,1,KAK6BSH,14.2,,S,Ireland,Clerk,2,0,Unknown,Dr,Adult,Immigration,0
211,3,"Brown, Dr. David Ali",female,17.4,0,2,AFET3TU,10.9,,Q,France,Student,3,0,Unknown,Dr,Teen,Business,0
212,1,"Garcia, Dr. Ali Raj",female,17.4,3,2,OB16J7Y,79.02,,S,Finland,Teacher,6,0,A,Dr,Teen,Vacation,1
213,1,"Garcia, Miss. Mary James",female,41.5,1,0,EO5A13P,166.5,E45,Q,USA,Merchant,2,0,E,Miss,Adult,Vacation,1
214,3,"Singh, Dr. Emma Anna",female,10.2,2,1,URUVT39,17.72,,S,Italy,Merchant,4,0,Unknown,Dr,Child,Business,1
215,2,"Singh, Mrs. David Ali",female,15.6,2,2,KOIR3PE,16.87,B81,S,Lebanon,Nurse,5,0,B,Mrs,Teen,Vacation,1
216,1,"Khan, Mr. Ali Emma",male,55.9,3,1,VEOPGE0,63.47,B58,S,Lebanon,Clerk,5,0,B,Mr,Adult,Vacation,0
217,3,"Brown, Mrs. Ali James",female,17.3,0,0,VVBTZC7,34.08,,C,Italy,Labourer,1,1,Unknown,Mrs,Teen,Vacation,0
218,3,"Brown, Miss. John Anna",female,24.7,1,2,ZU6HP8G,29.51,,S,Italy,Student,4,0,Unknown,Miss,Adult,Business,1
219,3,"Garcia, Master. Emma John",male,41.7,0,2,YLZMS6W,32.72,,S,USA,Businessman,3,0,Unknown,Master,Adult,Immigration,0
220,3,"Johnson, Mrs. John Mary",female,49.1,1,1,LHIBBRP,15.84,,Q,Germany,Clerk,3,0,Unknown,Mrs,Adult,Family Visit,1
221,2,"Brown, Dr. Anna Anna",male,34.4,2,0,E1CGV5E,47.55,E12,C,Germany,Teacher,3,0,E,Dr,Adult,Family Visit,1
222,1,"Lee, Mrs. Ali Mary",female,28.2,0,0,NGGCQYJ,127.11,A42,S,Italy,Teacher,1,1,A,Mrs,Adult,Immigration,0
223,1,"Johnson, Dr. John James",male,25.8,3,1,8SC6PV2,156.24,E130,S,Italy,Businessman,5,0,E,Dr,Adult,Family Visit,0
224,2,"Patel, Dr. Anna Emma",female,32.9,2,2,ZF1QFRM,75.49,A105,S,Finland,Student,5,0,A,Dr,Adult,Immigration,1
225,3,"Singh, Miss. James Mary",female,29.9,0,2,N4SDUAU,23.27,,C,India,Merchant,3,0,Unknown,Miss,Adult,Vacation,0
226,2,"Murphy, Mr. James Anna",male,50.5,3,2,0K4PG0V,32.75,,C,India,Doctor,6,0,Unknown,Mr,Adult,Immigration,1
227,3,"Lee, Master. John James",male,15.8,2,0,RXAVD5L,24.32,,S,Germany,Doctor,3,0,Unknown,Master,Teen,Immigration,0
228,3,"Lee, Dr. Anna Anna",male,29.5,0,2,GIOMK8X,6.3,,S,Sweden,Engineer,3,0,Unknown,Dr,Adult,Business,0
229,3,"Murphy, Miss. John David",female,72.7,3,2,O0O2YXT,32.39,,S,Sweden,Seamstress,6,0,Unknown,Miss,Senior,Vacation,0
230,3,"Murphy, Dr. Anna Emma",male,7.5,3,0,KEM8DVR,9.85,,Q,India,Businessman,4,0,Unknown,Dr,Child,Immigration,0
231,2,"Brown, Dr. Anna Mary",male,15.8,0,2,S89L7H6,25.65,E8,S,India,Nurse,3,0,E,Dr,Teen,Immigration,1
232,2,"Johnson, Mr. Mary Ali",male,25.4,1,1,VD2301J,28.58,,S,Finland,Doctor,3,0,D,Mr,Adult,Family Visit,0
233,3,"Brown, Mr. James John",male,33.0,3,2,TZKWIOC,34.82,,S,France,Doctor,6,0,Unknown,Mr,Adult,Vacation,0
234,3,"Lee, Mrs. John Mary",female,26.0,0,2,ENJLQ6I,36.84,,S,Finland,Doctor,3,0,Unknown,Mrs,Adult,Vacation,1
235,3,"Khan, Miss. Mary Emma",female,42.3,2,1,EAEU0CR,18.31,,S,Finland,Seamstress,4,0,Unknown,Miss,Adult,Immigration,0
236,3,"Johnson, Dr. Ali Raj",male,33.9,0,2,GRBRPLY,5.53,,S,Finland,Doctor,3,0,Unknown,Dr,Adult,Immigration,0
237,1,"Garcia, Miss. James John",female,22.3,2,2,XFZ0OE6,89.17,F149,S,Finland,Engineer,5,0,F,Miss,Adult,Family Visit,0
238,1,"Smith, Mr. James John",male,14.0,3,2,SBJGG96,59.53,,S,India,Doctor,6,0,F,Mr,Teen,Business,0
239,3,"Singh, Master. Ali Ali",male,27.7,3,2,3IK8K8D,6.48,,C,USA,Labourer,6,0,Unknown,Master,Adult,Vacation,0
240,3,"Patel, Mrs. Raj Anna",female,43.8,2,2,HYA8D7D,20.57,,S,England,Engineer,5,0,Unknown,Mrs,Adult,Business,1
241,2,"Johnson, Dr. David David",female,0.5,2,0,GWKIKSS,59.34,,C,USA,Nurse,3,0,B,Dr,Child,Family Visit,0
242,1,"Murphy, Dr. Ali Ali",male,61.3,1,0,Q368XRZ,136.84,,S,Finland,Teacher,2,0,Unknown,Dr,Senior,Immigration,0
243,3,"Garcia, Master. David Anna",male,36.8,2,2,OXPJXY0,8.52,,S,Germany,Businessman,5,0,Unknown,Master,Adult,Vacation,1
244,1,"Johnson, Dr. John James",female,41.4,0,1,OJJOS8Y,161.92,B47,S,USA,Businessman,2,0,B,Dr,Adult,Immigration,1
245,3,"Lee, Dr. John Mary",female,6.1,0,0,VETL77J,24.09,,S,Lebanon,Clerk,1,1,Unknown,Dr,Child,Vacation,0
246,2,"Smith, Mr. Anna John",male,22.5,1,1,88UJRQA,51.45,,C,Italy,Teacher,3,0,Unknown,Mr,Adult,Immigration,0
247,3,"Johnson, Mrs. Mary Emma",female,42.2,0,0,YC2WU70,15.09,,S,USA,Student,1,1,Unknown,Mrs,Adult,Business,1
248,1,"Singh, Dr. Mary Anna",female,43.0,0,0,HW1YFCJ,167.23,,S,Lebanon,Engineer,1,1,D,Dr,Adult,Immigration,1
249,3,"Brown, Miss. Mary John",female,35.3,3,0,MN3CP4D,32.78,,S,France,Merchant,4,0,Unknown,Miss,Adult,Family Visit,1
250,3,"Martin, Dr. Emma David",female,55.6,3,2,OBTQPU1,11.11,,S,Germany,Nurse,6,0,Unknown,Dr,Adult,Business,1
251,3,"Garcia, Master. James Emma",male,35.4,1,1,TQWZHEZ,9.65,,S,Sweden,Clerk,3,0,Unknown,Master,Adult,Vacation,0
252,3,"Brown, Master. Anna Ali",male,67.4,2,0,7XJS45A,38.56,,C,Germany,Doctor,3,0,Unknown,Master,Senior,Vacation,0
253,1,"Lee, Mr. David David",male,28.6,0,0,4DEFCBX,172.04,,Q,Germany,Teacher,1,1,Unknown,Mr,Adult,Vacation,1
254,3,"Johnson, Miss. John Mary",female,31.3,1,0,QDDYS77,29.84,,S,Finland,Engineer,2,0,Unknown,Miss,Adult,Immigration,0
255,3,"Brown, Mr. John David",male,25.7,1,2,GG9OJIX,27.71,,S,Finland,Doctor,4,0,Unknown,Mr,Adult,Family Visit,0
256,2,"Khan, Miss. John Ali",female,62.3,3,1,X3E4QUK,51.23,G149,C,India,Teacher,5,0,G,Miss,Senior,Immigration,1
257,3,"Khan, Dr. David John",female,14.5,1,0,PMDVBKA,37.07,,S,Germany,Doctor,2,0,Unknown,Dr,Teen,Business,0
258,3,"Lee, Mr. Emma John",male,24.7,2,0,1G1LS8A,38.08,,S,England,Nurse,3,0,Unknown,Mr,Adult,Vacation,0
259,1,"Murphy, Master. Raj Ali",male,36.3,1,1,A0G8ZY0,135.01,G84,C,England,Seamstress,3,0,G,Master,Adult,Business,0
260,3,"Murphy, Mrs. Raj James",female,32.8,0,1,304VYB0,37.76,,S,France,Labourer,2,0,Unknown,Mrs,Adult,Business,1
261,3,"Singh, Dr. Mary John",female,30.5,0,1,9YO8W5B,22.87,,S,Italy,Merchant,2,0,Unknown,Dr,Adult,Vacation,1
262,3,"Garcia, Mrs. Mary Ali",female,51.9,3,1,EVS6I44,25.3,,S,England,Doctor,5,0,Unknown,Mrs,Adult,Family Visit,0
263,1,"Patel, Master. Emma Anna",male,23.0,3,1,QGJN6HW,132.8,,S,England,Engineer,5,0,B,Master,Adult,Immigration,1
264,2,"Garcia, Mrs. Mary James",female,27.2,0,2,XTK1M1D,32.34,C20,S,Finland,Engineer,3,0,C,Mrs,Adult,Immigration,1
265,2,"Garcia, Miss. Ali Anna",female,23.4,2,1,LRUWGI6,70.39,,S,Lebanon,Nurse,4,0,Unknown,Miss,Adult,Family Visit,0
266,2,"Lee, Miss. John Ali",female,46.2,1,1,MZUS7Q5,49.03,,Q,India,Businessman,3,0,B,Miss,Adult,Family Visit,0
267,3,"Murphy, Mrs. James David",female,30.3,3,0,LT8MGCZ,23.36,,S,Germany,Merchant,4,0,Unknown,Mrs,Adult,Vacation,1
268,3,"Brown, Mrs. John Anna",female,22.8,1,0,NT96VBH,20.09,,S,Finland,Engineer,2,0,Unknown,Mrs,Adult,Immigration,1
269,2,"Patel, Mr. Emma John",male,38.3,3,0,E6ZT8UO,43.07,,S,USA,Seamstress,4,0,Unknown,Mr,Adult,Business,0
270,2,"Brown, Mr. Mary Ali",male,16.3,2,0,JNS1C9I,16.3,G121,S,Ireland,Doctor,3,0,G,Mr,Teen,Family Visit,1
271,1,"Singh, Master. Ali James",male,35.1,2,2,5JHV3TO,59.96,B3,S,Ireland,Businessman,5,0,B,Master,Adult,Vacation,0
272,3,"Patel, Master. John John",male,4.5,1,0,VD6EGTT,15.52,,S,USA,Seamstress,2,0,Unknown,Master,Child,Vacation,1
273,3,"Lee, Master. Ali Ali",male,33.7,1,1,X6Z7Q75,24.57,,C,Germany,Teacher,3,0,Unknown,Master,Adult,Vacation,0
274,3,"Smith, Dr. Mary David",male,53.3,1,2,PA0NMAF,27.69,,S,Sweden,Nurse,4,0,Unknown,Dr,Adult,Immigration,0
275,3,"Singh, Dr. Anna David",male,54.2,1,1,5YHNFYO,36.27,,S,Ireland,Businessman,3,0,Unknown,Dr,Adult,Vacation,1
276,2,"Lee, Dr. Mary Anna",male,25.6,2,2,BR75M37,34.71,,S,USA,Labourer,5,0,C,Dr,Adult,Family Visit,1
277,3,"Johnson, Miss. Mary Mary",female,35.5,1,2,Q1H7A6S,39.3,,S,France,Nurse,4,0,Unknown,Miss,Adult,Immigration,1
278,3,"Martin, Dr. Mary Mary",female,17.4,0,0,HL9EZUU,16.76,,S,Germany,Teacher,1,1,Unknown,Dr,Teen,Vacation,0
279,3,"Martin, Master. Emma John",male,9.2,1,1,Q85HAMV,8.07,,S,Sweden,Teacher,3,0,Unknown,Master,Child,Business,0
280,1,"Singh, Dr. Raj Anna",female,46.6,1,0,2JIB06W,169.23,,S,USA,Engineer,2,0,A,Dr,Adult,Family Visit,1
281,3,"Lee, Mrs. Ali Mary",female,34.0,2,2,EPJYO0Y,15.25,,S,Sweden,Engineer,5,0,Unknown,Mrs,Adult,Vacation,0
282,2,"Patel, Master. Ali David",male,34.7,1,0,AFQ9LMK,35.61,,S,Finland,Labourer,2,0,D,Master,Adult,Vacation,1
283,1,"Brown, Dr. Mary Ali",male,17.0,0,1,ZQWL4EY,61.88,F45,S,Finland,Doctor,2,0,F,Dr,Teen,Immigration,1
284,3,"Smith, Master. Anna David",male,13.7,2,1,V2JOQS2,5.26,,S,England,Clerk,4,0,Unknown,Master,Teen,Family Visit,0
285,1,"Singh, Master. Anna Anna",male,51.1,1,1,OX24NS7,169.98,C37,C,England,Merchant,3,0,C,Master,Adult,Immigration,0
286,2,"Johnson, Master. Raj Emma",male,45.0,1,0,RYOT4FT,74.21,,C,Sweden,Teacher,2,0,F,Master,Adult,Immigration,1
287,1,"Garcia, Dr. Emma John",male,24.7,1,1,KM216ET,88.15,D99,S,Germany,Engineer,3,0,D,Dr,Adult,Family Visit,0
288,2,"Martin, Miss. Ali David",female,26.6,1,0,5GFL3SX,20.7,F133,S,Finland,Engineer,2,0,F,Miss,Adult,Immigration,1
289,3,"Murphy, Master. Mary Raj",male,48.6,1,2,02DIM0A,17.67,,S,Ireland,Businessman,4,0,Unknown,Master,Adult,Business,0
290,3,"Brown, Dr. Mary James",female,40.8,3,1,O1QI16O,12.65,,S,Italy,Engineer,5,0,Unknown,Dr,Adult,Immigration,0
291,3,"Patel, Mrs. Anna David",female,39.3,2,0,RTEX1TX,14.46,,C,Finland,Doctor,3,0,Unknown,Mrs,Adult,Vacation,0
292,3,"Murphy, Mr. Emma David",male,20.4,2,0,SW9JPSZ,16.81,,C,Italy,Businessman,3,0,Unknown,Mr,Adult,Immigration,0
293,2,"Khan, Dr. Ali Mary",male,44.8,2,1,143S23H,15.39,C1,S,India,Seamstress,4,0,C,Dr,Adult,Business,0
294,1,"Johnson, Dr. James John",male,20.2,1,1,F5W85YP,117.35,,S,Lebanon,Doctor,3,0,C,Dr,Adult,Business,0
295,3,"Brown, Master. David Mary",male,32.9,2,1,RABKGJX,27.26,,S,Italy,Engineer,4,0,Unknown,Master,Adult,Immigration,0
296,3,"Singh, Master. John Mary",male,54.8,0,0,5L7FWCK,37.71,,S,Ireland,Nurse,1,1,Unknown,Master,Adult,Vacation,0
297,2,"Singh, Dr. David Emma",male,59.9,3,2,A7KSKDK,64.69,,C,England,Student,6,0,D,Dr,Adult,Vacation,1
298,3,"Smith, Dr. Ali David",female,17.3,1,0,YGZFD0N,6.78,,S,France,Engineer,2,0,Unknown,Dr,Teen,Vacation,1
299,3,"Murphy, Master. Emma Raj",male,28.8,1,2,DZ1SUBO,36.95,,Q,Ireland,Student,4,0,Unknown,Master,Adult,Vacation,0
300,3,"Smith, Dr. John Raj",female,27.9,1,0,IPZ60WS,25.83,,S,Lebanon,Seamstress,2,0,Unknown,Dr,Adult,Vacation,0
301,2,"Murphy, Mrs. John Raj",female,15.4,1,1,649O94K,19.66,F43,S,England,Businessman,3,0,F,Mrs,Teen,Immigration,1
302,3,"Brown, Master. Anna Mary",male,3.1,3,0,947RGL3,19.61,,C,Lebanon,Businessman,4,0,Unknown,Master,Child,Family Visit,1
303,3,"Murphy, Dr. John Ali",female,16.0,2,2,P0QQCNX,7.39,,S,England,Seamstress,5,0,Unknown,Dr,Teen,Vacation,1
304,3,"Garcia, Dr. Ali Ali",female,11.7,1,1,CLINA9M,6.19,,C,Finland,Engineer,3,0,Unknown,Dr,Child,Family Visit,1
305,3,"Patel, Dr. Ali Mary",male,20.7,1,1,5MPZH5R,18.02,,S,France,Doctor,3,0,Unknown,Dr,Adult,Family Visit,0
306,1,"Khan, Mr. John Emma",male,24.6,0,1,D086YXK,160.56,A98,S,Lebanon,Student,2,0,A,Mr,Adult,Family Visit,1
307,3,"Garcia, Mrs. Mary John",female,36.6,1,1,QFMYEDD,26.08,,S,Finland,Teacher,3,0,Unknown,Mrs,Adult,Immigration,1
308,3,"Johnson, Master. Mary John",male,49.2,1,0,FCW98FQ,15.76,,S,India,Student,2,0,Unknown,Master,Adult,Vacation,0
309,1,"Johnson, Miss. James James",female,22.6,3,0,EFZLI94,199.88,,S,Sweden,Labourer,4,0,G,Miss,Adult,Family Visit,1
310,2,"Martin, Mrs. David Mary",female,27.5,0,1,U0LE4OX,47.61,,S,France,Businessman,2,0,B,Mrs,Adult,Immigration,1
311,2,"Patel, Master. Mary Ali",male,33.2,2,1,OZUMRH0,54.93,C118,S,Finland,Student,4,0,C,Master,Adult,Family Visit,0
312,3,"Martin, Mrs. James James",female,28.5,1,2,ZOHWCMV,19.17,,S,Lebanon,Seamstress,4,0,Unknown,Mrs,Adult,Immigration,1
313,3,"Johnson, Mr. Mary Emma",male,43.6,2,1,FBKYP5I,31.91,,S,France,Teacher,4,0,Unknown,Mr,Adult,Vacation,0
314,3,"Murphy, Miss. Anna Anna",female,55.0,2,1,MTGEEEO,26.42,,Q,Sweden,Nurse,4,0,Unknown,Miss,Adult,Immigration,1
315,1,"Patel, Miss. John Raj",female,33.9,1,1,DMM4HG6,192.5,,S,India,Teacher,3,0,Unknown,Miss,Adult,Family Visit,0
316,2,"Smith, Master. Anna James",male,41.8,0,0,S99PDJ2,42.98,,Q,Finland,Teacher,1,1,Unknown,Master,Adult,Business,0
317,3,"Khan, Master. David John",male,27.3,3,0,OE0JE9M,38.84,,C,Sweden,Businessman,4,0,Unknown,Master,Adult,Business,0
318,3,"Garcia, Mrs. John Raj",female,28.6,2,2,B0AA8H8,16.18,,Q,Germany,Labourer,5,0,Unknown,Mrs,Adult,Immigration,1
319,3,"Lee, Mr. Mary Raj",male,40.7,2,1,TK30Z00,26.86,,S,Sweden,Labourer,4,0,Unknown,Mr,Adult,Vacation,0
320,1,"Khan, Dr. Mary Anna",male,30.7,1,2,UH3JW3Y,59.38,F118,S,India,Teacher,4,0,F,Dr,Adult,Family Visit,0
321,2,"Khan, Dr. Ali John",male,21.0,3,1,306IPH3,20.65,,C,England,Businessman,5,0,C,Dr,Adult,Immigration,0
322,3,"Patel, Dr. David David",male,19.2,2,0,5JC21SG,36.85,,S,Germany,Engineer,3,0,Unknown,Dr,Teen,Business,0
323,2,"Smith, Mrs. Anna John",female,18.9,3,0,NAOSOBT,60.47,D37,S,Italy,Labourer,4,0,D,Mrs,Teen,Family Visit,1
324,2,"Garcia, Dr. Mary Ali",male,40.9,3,0,UJLKPYL,40.26,,S,England,Clerk,4,0,Unknown,Dr,Adult,Immigration,0
325,3,"Garcia, Master. Anna John",male,28.5,0,2,UR5AF4G,11.95,,S,Lebanon,Businessman,3,0,Unknown,Master,Adult,Vacation,0
326,3,"Brown, Master. James David",male,22.6,1,2,XANHU1C,32.89,,S,USA,Merchant,4,0,Unknown,Master,Adult,Business,0
327,3,"Martin, Mrs. David David",female,43.2,0,2,UT4CLLD,20.62,,S,Germany,Seamstress,3,0,Unknown,Mrs,Adult,Business,1
328,3,"Singh, Mr. Emma Emma",male,18.1,2,2,VW3N8BJ,22.63,,S,Finland,Clerk,5,0,Unknown,Mr,Teen,Family Visit,0
329,3,"Brown, Dr. Ali Anna",female,15.0,2,2,B0VB1E7,7.91,,S,USA,Nurse,5,0,Unknown,Dr,Teen,Family Visit,0
330,2,"Patel, Dr. Raj James",male,47.9,1,1,FXQ6NMW,62.22,G89,C,England,Nurse,3,0,G,Dr,Adult,Immigration,0
331,3,"Garcia, Mrs. James Raj",female,40.2,2,0,SW1AVW6,28.03,,S,Ireland,Nurse,3,0,Unknown,Mrs,Adult,Family Visit,1
332,1,"Lee, Mr. Emma Mary",male,28.9,2,2,3XTYMHZ,87.44,,S,Finland,Seamstress,5,0,Unknown,Mr,Adult,Immigration,1
333,2,"Singh, Mr. Mary James",male,31.4,1,1,0CQ8GHX,73.17,D8,S,France,Student,3,0,D,Mr,Adult,Business,0
334,2,"Singh, Dr. Emma John",male,25.2,2,0,YM5JCN2,35.69,G111,S,Germany,Merchant,3,0,G,Dr,Adult,Vacation,0
335,2,"Murphy, Miss. Emma John",female,29.0,3,0,ADPV4GU,68.17,A13,C,England,Businessman,4,0,A,Miss,Adult,Family Visit,0
336,2,"Martin, Mrs. David John",female,29.9,1,1,VT6ZEYU,60.22,C36,S,England,Seamstress,3,0,C,Mrs,Adult,Immigration,1
337,3,"Khan, Miss. Anna James",female,38.2,1,0,YJTPZPZ,21.17,,S,India,Doctor,2,0,Unknown,Miss,Adult,Family Visit,0
338,3,"Patel, Mr. Mary Raj",male,25.6,0,0,K0Q4Y9F,31.45,,S,Lebanon,Doctor,1,1,Unknown,Mr,Adult,Immigration,0
339,3,"Garcia, Master. John James",male,26.2,2,0,V07SCVJ,34.07,,C,France,Nurse,3,0,Unknown,Master,Adult,Immigration,0
340,1,"Johnson, Mrs. Anna Emma",female,21.5,3,0,0QBGUH0,120.33,,C,France,Labourer,4,0,Unknown,Mrs,Adult,Immigration,1
341,1,"Garcia, Mrs. Mary David",female,36.6,1,1,A927OWA,66.52,,S,Ireland,Engineer,3,0,Unknown,Mrs,Adult,Immigration,1
342,3,"Smith, Master. Raj Emma",male,17.0,2,0,NANCXB2,28.97,,S,Sweden,Merchant,3,0,Unknown,Master,Teen,Family Visit,1
343,2,"Khan, Mrs. Raj Emma",female,36.5,1,1,DCLMUSW,25.95,,S,Italy,Student,3,0,Unknown,Mrs,Adult,Family Visit,0
344,2,"Singh, Mrs. Raj Emma",female,38.9,0,1,SC9L7NY,58.01,,S,Germany,Businessman,2,0,G,Mrs,Adult,Business,1
345,3,"Murphy, Mr. John Anna",male,17.5,0,0,I5QHSER,25.01,,S,Lebanon,Merchant,1,1,Unknown,Mr,Teen,Immigration,0
346,3,"Patel, Dr. John Anna",male,32.3,1,2,F6OCI42,23.41,,S,India,Nurse,4,0,Unknown,Dr,Adult,Immigration,0
347,3,"Johnson, Miss. Emma Emma",female,24.0,1,2,UE7ZDE0,31.37,,S,Lebanon,Seamstress,4,0,Unknown,Miss,Adult,Immigration,0
348,3,"Brown, Mr. Raj David",male,23.4,3,2,WV27L7W,11.0,,C,France,Seamstress,6,0,Unknown,Mr,Adult,Vacation,0
349,2,"Johnson, Dr. Anna David",male,78.4,0,2,OJ58GT3,19.77,,C,England,Businessman,3,0,A,Dr,Senior,Business,0
350,2,"Patel, Dr. Ali John",male,32.8,3,1,6QIEKSO,18.45,,S,Ireland,Teacher,5,0,D,Dr,Adult,Immigration,1
351,3,"Brown, Mr. Ali James",male,38.4,1,0,11LJTC3,38.22,,C,India,Seamstress,2,0,Unknown,Mr,Adult,Immigration,0
352,3,"Patel, Mr. Raj David",male,43.6,1,0,XK59TM5,15.14,,S,Sweden,Student,2,0,Unknown,Mr,Adult,Vacation,0
353,2,"Smith, Miss. James John",female,32.5,3,0,RCF79U3,18.38,B61,C,France,Student,4,0,B,Miss,Adult,Immigration,1
354,3,"Martin, Dr. Emma Raj",male,12.9,3,0,S106MD1,35.03,,S,Lebanon,Doctor,4,0,Unknown,Dr,Child,Business,1
355,3,"Martin, Master. David Emma",male,20.3,3,0,9CKQKJB,38.76,,S,England,Merchant,4,0,Unknown,Master,Adult,Immigration,1
356,1,"Khan, Mr. Ali Emma",male,45.6,0,0,3T56BKZ,164.63,,S,USA,Merchant,1,1,D,Mr,Adult,Business,1
357,3,"Brown, Dr. Raj David",male,14.8,3,1,3NUPLUU,29.92,,S,France,Businessman,5,0,Unknown,Dr,Teen,Business,0
358,2,"Murphy, Mr. John Mary",male,48.5,0,1,4CNJR7E,34.0,,C,Sweden,Nurse,2,0,D,Mr,Adult,Business,1
359,1,"Johnson, Master. Raj Raj",male,16.0,3,1,9VXM4H5,146.79,,S,USA,Businessman,5,0,B,Master,Teen,Vacation,1
360,3,"Patel, Dr. Mary John",male,51.0,0,1,G3EKPI1,26.75,,S,Italy,Doctor,2,0,Unknown,Dr,Adult,Vacation,0
361,3,"Johnson, Master. James David",male,13.0,3,0,B4OY69Z,36.94,,S,Italy,Merchant,4,0,Unknown,Master,Teen,Business,0
362,3,"Smith, Mr. James Raj",male,35.0,2,0,MASBG16,11.74,,C,India,Student,3,0,Unknown,Mr,Adult,Business,0
363,2,"Smith, Mrs. Ali David",female,34.8,1,0,G99H34V,17.94,A71,C,Ireland,Engineer,2,0,A,Mrs,Adult,Family Visit,0
364,3,"Johnson, Master. John David",male,25.1,2,0,BRYUS7M,24.38,,C,USA,Seamstress,3,0,Unknown,Master,Adult,Business,0
365,1,"Khan, Mr. Ali Mary",male,16.7,2,2,JDXY8B4,163.8,G83,S,Ireland,Labourer,5,0,G,Mr,Teen,Business,1
366,1,"Patel, Mr. James Anna",male,41.3,3,1,JB3GR23,164.48,,C,India,Teacher,5,0,Unknown,Mr,Adult,Vacation,0
367,1,"Lee, Master. John Mary",male,22.4,3,0,MJ5N1T7,139.62,C72,S,Germany,Clerk,4,0,C,Master,Adult,Business,1
368,1,"Smith, Mrs. Raj John",female,44.1,1,0,LWSE5XU,77.94,,C,France,Seamstress,2,0,F,Mrs,Adult,Immigration,1
